128,KHED,KHED,01:52:00,01:54:00,352,MAO,MADGOAN JN.,KOP,CHHATRAPATI SHAHU MAHARAJ TERMINUS
128,MNI,MANGAON,04:00:00,04:02:00,422,MAO,MADGOAN JN.,KOP,CHHATRAPATI SHAHU MAHARAJ TERMINUS
128,ROHA,ROHA,04:55:00,05:00:00,455,MAO,MADGOAN JN.,KOP,CHHATRAPATI SHAHU MAHARAJ TERMINUS
128,PNVL,PANVEL,06:20:00,06:25:00,532,MAO,MADGOAN JN.,KOP,CHHATRAPATI SHAHU MAHARAJ TERMINUS
128,KJT,KARJAT,07:40:00,07:45:00,560,MAO,MADGOAN JN.,KOP,CHHATRAPATI SHAHU MAHARAJ TERMINUS
128,LNL,LONAVLA,08:30:00,08:33:00,588,MAO,MADGOAN JN.,KOP,CHHATRAPATI SHAHU MAHARAJ TERMINUS
128,PUNE,PUNE JN.,10:30:00,10:45:00,652,MAO,MADGOAN JN.,KOP,CHHATRAPATI SHAHU MAHARAJ TERMINUS
128,STR,SATARA,13:42:00,13:45:00,797,MAO,MADGOAN JN.,KOP,CHHATRAPATI SHAHU MAHARAJ TERMINUS
128,MRJ,MIRAJ JN.,16:25:00,16:35:00,931,MAO,MADGOAN JN.,KOP,CHHATRAPATI SHAHU MAHARAJ TERMINUS
128,KOP,CHHATRAPATI,17:45:00,17:45:00,978,MAO,MADGOAN JN.,KOP,CHHATRAPATI SHAHU MAHARAJ TERMINUS
290,DSJ,DELHI-SAFDAR,18:30:00,18:30:00,0,DSJ,DELHI-SAFDAR JANG,DSJ,DELHI-SAFDAR JANG
290,GADJ,GANDHINAGAR,03:45:00,07:45:00,306,DSJ,DELHI-SAFDAR JANG,DSJ,DELHI-SAFDAR JANG
290,JP,JAIPUR JN.,08:00:00,11:55:00,311,DSJ,DELHI-SAFDAR JANG,DSJ,DELHI-SAFDAR JANG
290,DPA,DURGAPURA,18:00:00,20:00:00,318,DSJ,DELHI-SAFDAR JANG,DSJ,DELHI-SAFDAR JANG
290,SWM,SAWAI MADHOP,04:45:00,08:40:00,442,DSJ,DELHI-SAFDAR JANG,DSJ,DELHI-SAFDAR JANG
290,COR,CHITTAURGARH,00:05:00,02:00:00,707,DSJ,DELHI-SAFDAR JANG,DSJ,DELHI-SAFDAR JANG
290,UDZ,UDAIPUR CITY,08:00:00,11:00:00,821,DSJ,DELHI-SAFDAR JANG,DSJ,DELHI-SAFDAR JANG
290,JSM,JAISALMER,09:15:00,13:00:00,1660,DSJ,DELHI-SAFDAR JANG,DSJ,DELHI-SAFDAR JANG
290,MDB,MANDOR,07:00:00,10:50:00,1951,DSJ,DELHI-SAFDAR JANG,DSJ,DELHI-SAFDAR JANG
290,FL,PHULERA JN.,22:00:00,22:55:00,2213,DSJ,DELHI-SAFDAR JANG,DSJ,DELHI-SAFDAR JANG
290,BTE,BHARATPUR JN,05:00:00,08:45:00,2455,DSJ,DELHI-SAFDAR JANG,DSJ,DELHI-SAFDAR JANG
290,IDH,IDGAH,11:00:00,11:30:00,2507,DSJ,DELHI-SAFDAR JANG,DSJ,DELHI-SAFDAR JANG
290,AGC,AGRA CANTT,19:00:00,19:30:00,2508,DSJ,DELHI-SAFDAR JANG,DSJ,DELHI-SAFDAR JANG
290,DSJ,DELHI-SAFDAR,02:30:00,02:30:00,2694,DSJ,DELHI-SAFDAR JANG,DSJ,DELHI-SAFDAR JANG
401,AWB,AURANGABAD,21:30:00,21:30:00,0,AWB,AURANGABAD,BSB,VARANASI JN.
401,MMR,MANMAD JN.,01:20:00,01:30:00,131,AWB,AURANGABAD,BSB,VARANASI JN.
401,BSL,BHUSAVAL JN.,05:20:00,05:30:00,315,AWB,AURANGABAD,BSB,VARANASI JN.
401,KNW,KHANDWA JN.,07:30:00,07:35:00,438,AWB,AURANGABAD,BSB,VARANASI JN.
401,JHS,JHANSI JN,14:55:00,15:05:00,1003,AWB,AURANGABAD,BSB,VARANASI JN.
401,CNB,KANPUR CENTR,19:10:00,19:15:00,1221,AWB,AURANGABAD,BSB,VARANASI JN.
401,LKO,LUCKNOW JN.,23:50:00,23:55:00,1295,AWB,AURANGABAD,BSB,VARANASI JN.
401,BBK,BARA BANKI J,01:15:00,01:20:00,1323,AWB,AURANGABAD,BSB,VARANASI JN.
401,AY,AYODHYA,04:45:00,04:50:00,1430,AWB,AURANGABAD,BSB,VARANASI JN.
401,SHG,SHAHGANJ JN.,07:10:00,07:15:00,1527,AWB,AURANGABAD,BSB,VARANASI JN.
401,JNU,JAUNPUR JN.,08:00:00,08:05:00,1561,AWB,AURANGABAD,BSB,VARANASI JN.
401,BSB,VARANASI JN.,10:00:00,10:00:00,1618,AWB,AURANGABAD,BSB,VARANASI JN.
421,LKO,LUCKNOW JN.,23:00:00,23:00:00,0,LKO,LUCKNOW JN.,SVDK,SHRI MATA VAISHNO DEVI KATRA
421,FGR,FATEHGARH,03:03:00,03:30:00,207,LKO,LUCKNOW JN.,SVDK,SHRI MATA VAISHNO DEVI KATRA
421,KSJ,KASGANJ JN.,06:00:00,06:30:00,319,LKO,LUCKNOW JN.,SVDK,SHRI MATA VAISHNO DEVI KATRA
421,BE,BAREILLY JN.,09:42:00,09:47:00,456,LKO,LUCKNOW JN.,SVDK,SHRI MATA VAISHNO DEVI KATRA
421,SVDK,SHRI MATA VA,08:00:00,08:00:00,1276,LKO,LUCKNOW JN.,SVDK,SHRI MATA VAISHNO DEVI KATRA
422,SVDK,SHRI MATA VA,11:45:00,11:45:00,0,SVDK,SHRI MATA VAISHNO DEVI KATRA,LKO,LUCKNOW JN.
422,BE,BAREILLY JN.,03:25:00,03:30:00,820,SVDK,SHRI MATA VAISHNO DEVI KATRA,LKO,LUCKNOW JN.
422,KSJ,KASGANJ JN.,06:35:00,07:05:00,956,SVDK,SHRI MATA VAISHNO DEVI KATRA,LKO,LUCKNOW JN.
422,FGR,FATEHGARH,09:30:00,09:35:00,1069,SVDK,SHRI MATA VAISHNO DEVI KATRA,LKO,LUCKNOW JN.
422,LKO,LUCKNOW JN.,14:30:00,14:30:00,1277,SVDK,SHRI MATA VAISHNO DEVI KATRA,LKO,LUCKNOW JN.
477,SSA,SIRSA,12:10:00,12:10:00,0,SSA,SIRSA,SSA,SIRSA
477,HSR,HISAR JN,13:55:00,14:25:00,81,SSA,SIRSA,SSA,SIRSA
477,BNW,BHIWANI JN.,15:55:00,16:20:00,141,SSA,SIRSA,SSA,SIRSA
477,ROK,ROHTAK JN.,17:38:00,17:40:00,189,SSA,SIRSA,SSA,SIRSA
477,DSJ,DELHI-SAFDAR,20:13:00,20:15:00,317,SSA,SIRSA,SSA,SIRSA
477,CNB,KANPUR CENTR,05:30:00,05:35:00,762,SSA,SIRSA,SSA,SIRSA
477,MGS,MUGHAL SARAI,12:40:00,12:50:00,1098,SSA,SIRSA,SSA,SIRSA
477,MGS,MUGHAL SARAI,16:10:00,16:20:00,1513,SSA,SIRSA,SSA,SIRSA
477,CNB,KANPUR CENTR,21:00:00,21:05:00,1850,SSA,SIRSA,SSA,SIRSA
477,DSJ,DELHI-SAFDAR,07:13:00,07:15:00,2299,SSA,SIRSA,SSA,SIRSA
477,ROK,ROHTAK JN.,09:43:00,09:45:00,2426,SSA,SIRSA,SSA,SIRSA
477,BNW,BHIWANI JN.,11:05:00,11:35:00,2474,SSA,SIRSA,SSA,SIRSA
477,HSR,HISAR JN,13:10:00,13:40:00,2534,SSA,SIRSA,SSA,SIRSA
477,SSA,SIRSA,15:20:00,15:20:00,2616,SSA,SIRSA,SSA,SIRSA
502,RJPB,RAJENDRANAGA,10:30:00,10:30:00,0,RJPB,RAJENDRANAGAR TERMINAL,UMB,AMBALA CANTT JN
502,MGS,MUGHAL SARAI,14:00:00,14:10:00,209,RJPB,RAJENDRANAGAR TERMINAL,UMB,AMBALA CANTT JN
502,CNB,KANPUR CENTR,20:30:00,20:35:00,557,RJPB,RAJENDRANAGAR TERMINAL,UMB,AMBALA CANTT JN
502,DSJ,DELHI-SAFDAR,04:20:00,04:45:00,997,RJPB,RAJENDRANAGAR TERMINAL,UMB,AMBALA CANTT JN
502,SNP,SONIPAT,05:50:00,05:55:00,1052,RJPB,RAJENDRANAGAR TERMINAL,UMB,AMBALA CANTT JN
502,PNP,PANIPAT JN.,06:35:00,06:40:00,1097,RJPB,RAJENDRANAGAR TERMINAL,UMB,AMBALA CANTT JN
502,KUN,KARNAL,07:25:00,07:30:00,1131,RJPB,RAJENDRANAGAR TERMINAL,UMB,AMBALA CANTT JN
502,KKDE,KURUKSHETRA,08:05:00,08:10:00,1164,RJPB,RAJENDRANAGAR TERMINAL,UMB,AMBALA CANTT JN
502,UMB,AMBALA CANTT,09:30:00,09:30:00,1206,RJPB,RAJENDRANAGAR TERMINAL,UMB,AMBALA CANTT JN
504,PNBE,PATNA JN.,09:00:00,09:00:00,0,PNBE,PATNA JN.,BTI,BATHINDA JN
504,MGS,MUGHAL SARAI,12:30:00,12:40:00,207,PNBE,PATNA JN.,BTI,BATHINDA JN
504,BTI,BATHINDA JN,10:00:00,10:00:00,1313,PNBE,PATNA JN.,BTI,BATHINDA JN
506,PNBE,PATNA JN.,14:15:00,14:15:00,0,PNBE,PATNA JN.,PTA,PATIALA
506,MGS,MUGHAL SARAI,18:10:00,18:15:00,207,PNBE,PATNA JN.,PTA,PATIALA
506,PTA,PATIALA,15:45:00,15:45:00,1161,PNBE,PATNA JN.,PTA,PATIALA
557,URK,URKURA,23:30:00,23:30:00,0,URK,URKURA,PJP,PANJIPARA
557,PJP,PANJIPARA,11:00:00,11:00:00,1301,URK,URKURA,PJP,PANJIPARA
604,PNBE,PATNA JN.,12:30:00,12:30:00,0,PNBE,PATNA JN.,ASR,AMRITSAR JN.
604,MGS,MUGHAL SARAI,16:20:00,16:30:00,207,PNBE,PATNA JN.,ASR,AMRITSAR JN.
604,ASR,AMRITSAR JN.,16:00:00,16:00:00,1429,PNBE,PATNA JN.,ASR,AMRITSAR JN.
1011,CSMT,CST-MUMBAI,00:20:00,00:20:00,0,CSMT,CST-MUMBAI,NGP,NAGPUR JN.(CR)
1011,DR,DADAR,00:37:00,00:40:00,8,CSMT,CST-MUMBAI,NGP,NAGPUR JN.(CR)
1011,TNA,THANE,01:07:00,01:10:00,33,CSMT,CST-MUMBAI,NGP,NAGPUR JN.(CR)
1011,KYN,KALYAN JN,01:32:00,01:35:00,53,CSMT,CST-MUMBAI,NGP,NAGPUR JN.(CR)
1011,IGP,IGATPURI,03:40:00,03:45:00,136,CSMT,CST-MUMBAI,NGP,NAGPUR JN.(CR)
1011,NK,NASIK ROAD,04:27:00,04:30:00,187,CSMT,CST-MUMBAI,NGP,NAGPUR JN.(CR)
1011,MMR,MANMAD JN.,05:27:00,05:30:00,260,CSMT,CST-MUMBAI,NGP,NAGPUR JN.(CR)
1011,JL,JALGAON JN.,07:08:00,07:10:00,419,CSMT,CST-MUMBAI,NGP,NAGPUR JN.(CR)
1011,BSL,BHUSAVAL JN.,07:35:00,07:45:00,444,CSMT,CST-MUMBAI,NGP,NAGPUR JN.(CR)
1011,MKU,MALKAPUR,08:18:00,08:20:00,499,CSMT,CST-MUMBAI,NGP,NAGPUR JN.(CR)
1011,SEG,SHEGAON,08:58:00,09:00:00,551,CSMT,CST-MUMBAI,NGP,NAGPUR JN.(CR)
1011,AK,AKOLA JN.,09:25:00,09:28:00,588,CSMT,CST-MUMBAI,NGP,NAGPUR JN.(CR)
1011,MZR,MURTAJAPUR J,10:02:00,10:05:00,626,CSMT,CST-MUMBAI,NGP,NAGPUR JN.(CR)
1011,BD,BADNERA JN.,11:02:00,11:05:00,667,CSMT,CST-MUMBAI,NGP,NAGPUR JN.(CR)
1011,DMN,DHAMANGAON,11:41:00,11:42:00,713,CSMT,CST-MUMBAI,NGP,NAGPUR JN.(CR)
1011,PLO,PULGAON JN.,11:58:00,11:59:00,733,CSMT,CST-MUMBAI,NGP,NAGPUR JN.(CR)
1011,WR,WARDHA JN.,12:32:00,12:35:00,762,CSMT,CST-MUMBAI,NGP,NAGPUR JN.(CR)
1011,NGP,NAGPUR JN.(C,14:20:00,14:20:00,841,CSMT,CST-MUMBAI,NGP,NAGPUR JN.(CR)
1037,LTT,LOKMANYA TIL,01:10:00,01:10:00,0,LTT,LOKMANYA TILAK TERMINUS,SWV,SAWANTWADI ROAD
1037,TNA,THANE,01:33:00,01:35:00,17,LTT,LOKMANYA TILAK TERMINUS,SWV,SAWANTWADI ROAD
1037,PNVL,PANVEL,02:10:00,02:13:00,54,LTT,LOKMANYA TILAK TERMINUS,SWV,SAWANTWADI ROAD
1037,ROHA,ROHA,03:53:00,04:00:00,131,LTT,LOKMANYA TILAK TERMINUS,SWV,SAWANTWADI ROAD
1037,KHED,KHED,05:06:00,05:08:00,235,LTT,LOKMANYA TILAK TERMINUS,SWV,SAWANTWADI ROAD
1037,CHI,CHIPLUN,05:30:00,05:40:00,264,LTT,LOKMANYA TILAK TERMINUS,SWV,SAWANTWADI ROAD
1037,RN,RATNAGIRI,06:55:00,07:00:00,340,LTT,LOKMANYA TILAK TERMINUS,SWV,SAWANTWADI ROAD
1037,KKW,KANKAVALI,09:05:00,09:07:00,464,LTT,LOKMANYA TILAK TERMINUS,SWV,SAWANTWADI ROAD
1037,KUDL,KUDAL,09:32:00,09:34:00,492,LTT,LOKMANYA TILAK TERMINUS,SWV,SAWANTWADI ROAD
1037,SWV,SAWANTWADI R,10:30:00,10:30:00,513,LTT,LOKMANYA TILAK TERMINUS,SWV,SAWANTWADI ROAD
1038,SWV,SAWANTWADI R,14:05:00,14:05:00,0,SWV,SAWANTWADI ROAD,LTT,LOKMANYA TILAK TERMINUS
1038,KUDL,KUDAL,14:57:00,14:59:00,20,SWV,SAWANTWADI ROAD,LTT,LOKMANYA TILAK TERMINUS
1038,KKW,KANKAVALI,15:28:00,15:30:00,48,SWV,SAWANTWADI ROAD,LTT,LOKMANYA TILAK TERMINUS
1038,RN,RATNAGIRI,17:17:00,17:22:00,160,SWV,SAWANTWADI ROAD,LTT,LOKMANYA TILAK TERMINUS
1038,CHI,CHIPLUN,18:20:00,18:30:00,238,SWV,SAWANTWADI ROAD,LTT,LOKMANYA TILAK TERMINUS
1038,KHED,KHED,18:52:00,18:54:00,268,SWV,SAWANTWADI ROAD,LTT,LOKMANYA TILAK TERMINUS
1038,ROHA,ROHA,21:30:00,21:35:00,371,SWV,SAWANTWADI ROAD,LTT,LOKMANYA TILAK TERMINUS
1038,PNVL,PANVEL,22:40:00,22:43:00,449,SWV,SAWANTWADI ROAD,LTT,LOKMANYA TILAK TERMINUS
1038,TNA,THANE,23:20:00,23:25:00,486,SWV,SAWANTWADI ROAD,LTT,LOKMANYA TILAK TERMINUS
1038,LTT,LOKMANYA TIL,00:20:00,00:20:00,503,SWV,SAWANTWADI ROAD,LTT,LOKMANYA TILAK TERMINUS
1045,LTT,LOKMANYA TIL,01:10:00,01:10:00,0,LTT,LOKMANYA TILAK TERMINUS,KRMI,KARMALI
1045,TNA,THANE,01:33:00,01:35:00,17,LTT,LOKMANYA TILAK TERMINUS,KRMI,KARMALI
1045,PNVL,PANVEL,02:10:00,02:13:00,54,LTT,LOKMANYA TILAK TERMINUS,KRMI,KARMALI
1045,ROHA,ROHA,03:53:00,04:00:00,131,LTT,LOKMANYA TILAK TERMINUS,KRMI,KARMALI
1045,KHED,KHED,05:06:00,05:08:00,235,LTT,LOKMANYA TILAK TERMINUS,KRMI,KARMALI
1045,CHI,CHIPLUN,05:30:00,05:40:00,264,LTT,LOKMANYA TILAK TERMINUS,KRMI,KARMALI
1045,RN,RATNAGIRI,06:55:00,07:00:00,340,LTT,LOKMANYA TILAK TERMINUS,KRMI,KARMALI
1045,KKW,KANKAVALI,09:05:00,09:07:00,464,LTT,LOKMANYA TILAK TERMINUS,KRMI,KARMALI
1045,KUDL,KUDAL,09:32:00,09:34:00,492,LTT,LOKMANYA TILAK TERMINUS,KRMI,KARMALI
1045,THVM,THIVIM,10:34:00,10:36:00,545,LTT,LOKMANYA TILAK TERMINUS,KRMI,KARMALI
1045,KRMI,KARMALI,11:00:00,11:00:00,563,LTT,LOKMANYA TILAK TERMINUS,KRMI,KARMALI
1119,AJNI,AJNI,19:50:00,19:50:00,0,AJNI,AJNI,KRMI,KARMALI
1119,WR,WARDHA JN.,20:50:00,20:53:00,75,AJNI,AJNI,KRMI,KARMALI
1119,PLO,PULGAON JN.,21:15:00,21:18:00,105,AJNI,AJNI,KRMI,KARMALI
1119,DMN,DHAMANGAON,21:34:00,21:35:00,125,AJNI,AJNI,KRMI,KARMALI
1119,BD,BADNERA JN.,22:37:00,22:40:00,171,AJNI,AJNI,KRMI,KARMALI
1119,AK,AKOLA JN.,23:42:00,23:45:00,250,AJNI,AJNI,KRMI,KARMALI
1119,SEG,SHEGAON,00:13:00,00:15:00,287,AJNI,AJNI,KRMI,KARMALI
1119,MKU,MALKAPUR,00:53:00,00:55:00,339,AJNI,AJNI,KRMI,KARMALI
1119,BSL,BHUSAVAL JN.,01:50:00,02:00:00,394,AJNI,AJNI,KRMI,KARMALI
1119,JL,JALGAON JN.,02:28:00,02:30:00,418,AJNI,AJNI,KRMI,KARMALI
1119,CSN,CHALISGAON J,03:28:00,03:30:00,511,AJNI,AJNI,KRMI,KARMALI
1119,MMR,MANMAD JN.,04:28:00,04:30:00,578,AJNI,AJNI,KRMI,KARMALI
1119,NK,NASIK ROAD,05:28:00,05:30:00,651,AJNI,AJNI,KRMI,KARMALI
1119,IGP,IGATPURI,06:50:00,07:05:00,702,AJNI,AJNI,KRMI,KARMALI
1119,KYN,KALYAN JN,09:11:00,09:13:00,785,AJNI,AJNI,KRMI,KARMALI
1119,PNVL,PANVEL,10:10:00,10:15:00,820,AJNI,AJNI,KRMI,KARMALI
1119,ROHA,ROHA,12:55:00,13:00:00,897,AJNI,AJNI,KRMI,KARMALI
1119,KHED,KHED,14:10:00,14:12:00,1001,AJNI,AJNI,KRMI,KARMALI
1119,CHI,CHIPLUN,14:42:00,14:44:00,1030,AJNI,AJNI,KRMI,KARMALI
1119,RN,RATNAGIRI,16:10:00,16:15:00,1106,AJNI,AJNI,KRMI,KARMALI
1119,KKW,KANKAVALI,17:54:00,17:56:00,1230,AJNI,AJNI,KRMI,KARMALI
1119,KUDL,KUDAL,18:20:00,18:22:00,1258,AJNI,AJNI,KRMI,KARMALI
1119,THVM,THIVIM,19:34:00,19:36:00,1311,AJNI,AJNI,KRMI,KARMALI
1119,KRMI,KARMALI,20:30:00,20:30:00,1329,AJNI,AJNI,KRMI,KARMALI
1120,KRMI,KARMALI,21:30:00,21:30:00,0,KRMI,KARMALI,AJNI,AJNI
1120,THVM,THIVIM,21:46:00,21:48:00,17,KRMI,KARMALI,AJNI,AJNI
1120,KUDL,KUDAL,22:40:00,22:42:00,70,KRMI,KARMALI,AJNI,AJNI
1120,KKW,KANKAVALI,23:08:00,23:10:00,98,KRMI,KARMALI,AJNI,AJNI
1120,RN,RATNAGIRI,01:05:00,01:10:00,210,KRMI,KARMALI,AJNI,AJNI
1120,CHI,CHIPLUN,02:30:00,02:32:00,288,KRMI,KARMALI,AJNI,AJNI
1120,KHED,KHED,03:08:00,03:10:00,318,KRMI,KARMALI,AJNI,AJNI
1120,ROHA,ROHA,05:00:00,05:05:00,421,KRMI,KARMALI,AJNI,AJNI
1120,PNVL,PANVEL,06:20:00,06:25:00,498,KRMI,KARMALI,AJNI,AJNI
1120,KYN,KALYAN JN,07:33:00,07:35:00,533,KRMI,KARMALI,AJNI,AJNI
1120,IGP,IGATPURI,09:25:00,09:40:00,617,KRMI,KARMALI,AJNI,AJNI
1120,NK,NASIK ROAD,10:20:00,10:22:00,667,KRMI,KARMALI,AJNI,AJNI
1120,MMR,MANMAD JN.,11:15:00,11:17:00,740,KRMI,KARMALI,AJNI,AJNI
1120,CSN,CHALISGAON J,12:18:00,12:20:00,807,KRMI,KARMALI,AJNI,AJNI
1120,JL,JALGAON JN.,13:18:00,13:20:00,900,KRMI,KARMALI,AJNI,AJNI
1120,BSL,BHUSAVAL JN.,13:45:00,13:55:00,924,KRMI,KARMALI,AJNI,AJNI
1120,MKU,MALKAPUR,14:33:00,14:35:00,979,KRMI,KARMALI,AJNI,AJNI
1120,SEG,SHEGAON,15:08:00,15:10:00,1032,KRMI,KARMALI,AJNI,AJNI
1120,AK,AKOLA JN.,15:40:00,15:43:00,1069,KRMI,KARMALI,AJNI,AJNI
1120,BD,BADNERA JN.,17:32:00,17:35:00,1148,KRMI,KARMALI,AJNI,AJNI
1120,DMN,DHAMANGAON,18:09:00,18:10:00,1193,KRMI,KARMALI,AJNI,AJNI
1120,PLO,PULGAON JN.,18:24:00,18:27:00,1213,KRMI,KARMALI,AJNI,AJNI
1120,WR,WARDHA JN.,19:00:00,19:03:00,1243,KRMI,KARMALI,AJNI,AJNI
1120,AJNI,AJNI,22:00:00,22:00:00,1319,KRMI,KARMALI,AJNI,AJNI
1122,KRMI,KARMALI,22:30:00,22:30:00,0,KRMI,KARMALI,CSMT,CST-MUMBAI
1122,THVM,THIVIM,22:44:00,22:46:00,17,KRMI,KARMALI,CSMT,CST-MUMBAI
1122,SWV,SAWANTWADI R,23:18:00,23:20:00,49,KRMI,KARMALI,CSMT,CST-MUMBAI
1122,KUDL,KUDAL,23:38:00,23:40:00,70,KRMI,KARMALI,CSMT,CST-MUMBAI
1122,KKW,KANKAVALI,00:10:00,00:12:00,98,KRMI,KARMALI,CSMT,CST-MUMBAI
1122,RN,RATNAGIRI,01:55:00,02:00:00,210,KRMI,KARMALI,CSMT,CST-MUMBAI
1122,SGR,SANGMESHWAR,02:32:00,02:34:00,246,KRMI,KARMALI,CSMT,CST-MUMBAI
1122,CHI,CHIPLUN,03:14:00,03:16:00,288,KRMI,KARMALI,CSMT,CST-MUMBAI
1122,KHED,KHED,03:38:00,03:40:00,318,KRMI,KARMALI,CSMT,CST-MUMBAI
1122,ROHA,ROHA,06:40:00,06:45:00,421,KRMI,KARMALI,CSMT,CST-MUMBAI
1122,PNVL,PANVEL,07:55:00,08:00:00,498,KRMI,KARMALI,CSMT,CST-MUMBAI
1122,TNA,THANE,09:28:00,09:30:00,536,KRMI,KARMALI,CSMT,CST-MUMBAI
1122,DR,DADAR,10:10:00,10:13:00,560,KRMI,KARMALI,CSMT,CST-MUMBAI
1122,CSMT,CST-MUMBAI,10:30:00,10:30:00,569,KRMI,KARMALI,CSMT,CST-MUMBAI
1196,NGP,NAGPUR JN.(C,19:50:00,19:50:00,0,NGP,NAGPUR JN.(CR),KRMI,KARMALI
1196,WR,WARDHA JN.,20:50:00,20:53:00,78,NGP,NAGPUR JN.(CR),KRMI,KARMALI
1196,PLO,PULGAON JN.,21:15:00,21:18:00,108,NGP,NAGPUR JN.(CR),KRMI,KARMALI
1196,DMN,DHAMANGAON,21:35:00,21:36:00,128,NGP,NAGPUR JN.(CR),KRMI,KARMALI
1196,BD,BADNERA JN.,22:37:00,22:40:00,174,NGP,NAGPUR JN.(CR),KRMI,KARMALI
1196,AK,AKOLA JN.,23:42:00,23:45:00,252,NGP,NAGPUR JN.(CR),KRMI,KARMALI
1196,SEG,SHEGAON,00:13:00,00:15:00,290,NGP,NAGPUR JN.(CR),KRMI,KARMALI
1196,MKU,MALKAPUR,00:53:00,00:55:00,342,NGP,NAGPUR JN.(CR),KRMI,KARMALI
1196,BSL,BHUSAVAL JN.,01:50:00,02:00:00,397,NGP,NAGPUR JN.(CR),KRMI,KARMALI
1196,JL,JALGAON JN.,02:28:00,02:30:00,421,NGP,NAGPUR JN.(CR),KRMI,KARMALI
1196,CSN,CHALISGAON J,03:28:00,03:30:00,514,NGP,NAGPUR JN.(CR),KRMI,KARMALI
1196,MMR,MANMAD JN.,04:28:00,04:30:00,581,NGP,NAGPUR JN.(CR),KRMI,KARMALI
1196,NK,NASIK ROAD,05:28:00,05:30:00,654,NGP,NAGPUR JN.(CR),KRMI,KARMALI
1196,IGP,IGATPURI,06:50:00,07:05:00,705,NGP,NAGPUR JN.(CR),KRMI,KARMALI
1196,KYN,KALYAN JN,09:11:00,09:13:00,788,NGP,NAGPUR JN.(CR),KRMI,KARMALI
1196,PNVL,PANVEL,10:10:00,10:15:00,823,NGP,NAGPUR JN.(CR),KRMI,KARMALI
1196,ROHA,ROHA,12:55:00,13:00:00,900,NGP,NAGPUR JN.(CR),KRMI,KARMALI
1196,KHED,KHED,14:30:00,14:32:00,1004,NGP,NAGPUR JN.(CR),KRMI,KARMALI
1196,CHI,CHIPLUN,14:44:00,14:46:00,1033,NGP,NAGPUR JN.(CR),KRMI,KARMALI
1196,SGR,SANGMESHWAR,15:26:00,15:28:00,1076,NGP,NAGPUR JN.(CR),KRMI,KARMALI
1196,RN,RATNAGIRI,16:10:00,16:15:00,1109,NGP,NAGPUR JN.(CR),KRMI,KARMALI
1196,KKW,KANKAVALI,18:10:00,18:12:00,1233,NGP,NAGPUR JN.(CR),KRMI,KARMALI
